path	sentence
/root/repos/dli_del/data/wav_split_gold/1753.wav	 Ңumb-ya. 
/root/repos/dli_del/data/wav_split_gold/560.wav	«Wadid pirdoh?»  
/root/repos/dli_del/data/wav_split_gold/1679.wav	 Ңaa? 
/root/repos/dli_del/data/wav_split_gold/1280.wav	"maqniwq ŋămgǣ mutraăna adā săwă ŋǣdăki,"
/root/repos/dli_del/data/wav_split_gold/1643.wav	 Lǣqmoqrakow piyakor ta! 
/root/repos/dli_del/data/wav_split_gold/1493.wav	"nyawaq ŋanih tyuku, "
/root/repos/dli_del/data/wav_split_gold/1353.wav	"Tow asăwada mannaqmaq ŋobh,"
/root/repos/dli_del/data/wav_split_gold/1230.wav	"Măkodah siina tikăăna ŋǣda tiki yesya wădamh tyaănyaŋi piya yarăkoh mǣnh tyebdyeda, "
/root/repos/dli_del/data/wav_split_gold/194.wav	ŋani' taryem'. 
/root/repos/dli_del/data/wav_split_gold/1573.wav	" yesʹ ңuq mi yesʹ ңǣsoңotoh syerq ңud sandawa latar ңǣdaki nyaңǣdya myaq ңǣwi aniq, "
/root/repos/dli_del/data/wav_split_gold/28.wav	Piliq ponh oyh nih măncăralqnyowamh.
/root/repos/dli_del/data/wav_split_gold/826.wav	portyew tyuku mǣmdih. 
/root/repos/dli_del/data/wav_split_gold/365.wav	 sǣytadmh»
/root/repos/dli_del/data/wav_split_gold/757.wav	«Muŋgoqnaq ŋanih labtǣydoh tinyoq. 
/root/repos/dli_del/data/wav_split_gold/535.wav	"maqniwq piliq puda maqniwq taykuy myadmh ōdamcʹ,"
/root/repos/dli_del/data/wav_split_gold/632.wav	"nyudămda oyā anih maqniwq  tăryemh ŋămyǎmda nyoya syayq maqniwq nyukcyamda săwămbowna wadāmda maqniwq,  "
/root/repos/dli_del/data/wav_split_gold/940.wav	siqiw abărtyeqǣ tyaănyah tănqtănaq ti miŋaq tikawna.
/root/repos/dli_del/data/wav_split_gold/53.wav	Ŋuli' yadyembi.
/root/repos/dli_del/data/wav_split_gold/705.wav	"Yesya yarakomda ŋodʹh nyudya ăbir nyaqămă̌ŋgudasyā anih,"
/root/repos/dli_del/data/wav_split_gold/49.wav	oyh niymh yadri syurtyeqnisăwawh.
/root/repos/dli_del/data/wav_split_gold/998.wav	"yada,"
/root/repos/dli_del/data/wav_split_gold/864.wav	Ŋaat ti.
/root/repos/dli_del/data/wav_split_gold/839.wav	"ănya pida ŋǣ""niwh,"
/root/repos/dli_del/data/wav_split_gold/1504.wav	narǣyq nimqŋaq. 
/root/repos/dli_del/data/wav_split_gold/1232.wav	Syudbya wǣsăko tyormh nyadqmyacʹ nidawh nǣkălh.
/root/repos/dli_del/data/wav_split_gold/210.wav	"tad ŋaniabida sirŋǣ tabcor""ni""im'."
/root/repos/dli_del/data/wav_split_gold/292.wav	alʹmyerq?
/root/repos/dli_del/data/wav_split_gold/667.wav	Siqiw ăbir usuwǣy yalyah anyesyatiq. 
/root/repos/dli_del/data/wav_split_gold/1188.wav	"tiki muŋgar tikăana ŋǣqniwq yesyaăna urawiwa,"
/root/repos/dli_del/data/wav_split_gold/737.wav	"Pudăna ǣwǣmdoh ni wirkaădtāq,"
/root/repos/dli_del/data/wav_split_gold/1010.wav	"siqiw ăbărtaqyamh maqniwq,"
/root/repos/dli_del/data/wav_split_gold/1582.wav	 Malda. 
/root/repos/dli_del/data/wav_split_gold/1141.wav	tăryemgawh ŋămgǣ sit mǣmbăŋgudmh». 
/root/repos/dli_del/data/wav_split_gold/1019.wav	tyuku ŋamci săppa mǣtaqyami tiqyaqaw».
/root/repos/dli_del/data/wav_split_gold/1093.wav	Muŋgoh pyay ăbi tăryemh sirŋa yesya salh ǣwana ŋulih yalăndoh almyerq liq. 
/root/repos/dli_del/data/wav_split_gold/306.wav	"Ŋodʹbyatoh tyuku tid taryemh aq,"
/root/repos/dli_del/data/wav_split_gold/1570.wav	"anda nyana aya aniq, "
/root/repos/dli_del/data/wav_split_gold/1622.wav	Wǣy Lǣqmoqrakor inomdaңow maqniwq: 
/root/repos/dli_del/data/wav_split_gold/556.wav	"Ti tărcya ni taraq,"
/root/repos/dli_del/data/wav_split_gold/588.wav	"Ti, ti wǣwa ti»."
/root/repos/dli_del/data/wav_split_gold/388.wav	Tiki myath myath tyu.
/root/repos/dli_del/data/wav_split_gold/464.wav	"Maqniwq mi,"
/root/repos/dli_del/data/wav_split_gold/136.wav	Tănyad ŋǣdalyorka taydoh. 
/root/repos/dli_del/data/wav_split_gold/1609.wav	abiiyur yalyah anye nacyatiih. 
/root/repos/dli_del/data/wav_split_gold/845.wav	"orkita yes-ye mănǣqmăncʹ anda, "
/root/repos/dli_del/data/wav_split_gold/1122.wav	«Mănʹ păŋgălmǣmi sit manoŋgadmh».
/root/repos/dli_del/data/wav_split_gold/711.wav	«Tyukǒowar ŋămgǣ?
/root/repos/dli_del/data/wav_split_gold/1580.wav	Tyedah tǣri tyuku taryemh yeryemonda syerq syan laanakokocyaqyamh …
/root/repos/dli_del/data/wav_split_gold/149.wav	"""Tyeda' săwa myestadamd pyul-ina, "
/root/repos/dli_del/data/wav_split_gold/656.wav	Ti.» 
/root/repos/dli_del/data/wav_split_gold/1604.wav	 Sawaqyaqңǣy.
/root/repos/dli_del/data/wav_split_gold/345.wav	"Tǣwqmaădani ănyan tǣwraq,"
/root/repos/dli_del/data/wav_split_gold/1477.wav	"tikiyumh yaa ŋǣŋgō tănya ŋădʹbăta,"
/root/repos/dli_del/data/wav_split_gold/597.wav	«Tărcyah tănyaŋgobh mambqnanda piliq ponh tărcyawaq ŋǣŋguwaq» 
/root/repos/dli_del/data/wav_split_gold/349.wav	Tǣwiq.
/root/repos/dli_del/data/wav_split_gold/214.wav	Tikaad ŋob' tarcya 
/root/repos/dli_del/data/wav_split_gold/728.wav	"yalǣmdh păkal-yaqmaq tikimh pǣrăcʹ,"
/root/repos/dli_del/data/wav_split_gold/1172.wav	"«Tiki syudbyaqyami abtawh,"
/root/repos/dli_del/data/wav_split_gold/732.wav	"«Yebcotakon, "
/root/repos/dli_del/data/wav_split_gold/1449.wav	"nikanda ărmh soda,"
/root/repos/dli_del/data/wav_split_gold/1403.wav	iriini maqnidamh: 
/root/repos/dli_del/data/wav_split_gold/496.wav	pidoh tabyedawidoh. 
/root/repos/dli_del/data/wav_split_gold/958.wav	"Syudbya wǣsako toqniwq mimh mǣmda yadăbciyeqŋaq, "
/root/repos/dli_del/data/wav_split_gold/546.wav	tărcya nye tad nyernyah yaŋgobta tara maqniwq yah obah ninya.
/root/repos/dli_del/data/wav_split_gold/447.wav	 maqniwq.
/root/repos/dli_del/data/wav_split_gold/1321.wav	syenyǎna ărta nisyǎnda ŋin ŋǣqniwq [nyeracbortʃiwo].
/root/repos/dli_del/data/wav_split_gold/1664.wav	 A potom ǣto pro alyeya.
/root/repos/dli_del/data/wav_split_gold/725.wav	yabtkoyenh nyenǣy ŋulih». 
/root/repos/dli_del/data/wav_split_gold/98.wav	"Tiq ŋǣyaq, mimandoh syerh "
/root/repos/dli_del/data/wav_split_gold/1117.wav	Tiki syudbyar nyaarq sawna ibq păŋgălnidawh abǣyq ŋumqyaq tikiq.
/root/repos/dli_del/data/wav_split_gold/1640.wav	 Lǣqmoqrakow ңǣwakar taq! 
/root/repos/dli_del/data/wav_split_gold/791.wav	myadmh syurtye ăyā anih myakna so. 
/root/repos/dli_del/data/wav_split_gold/1231.wav	măncabtaybtyeda. 
/root/repos/dli_del/data/wav_split_gold/299.wav	"nyerdyenya tiki liq anyana ŋǣsaq, tiki nyaarq alʹmyer, "
/root/repos/dli_del/data/wav_split_gold/1012.wav	" syudbya yedănda tyeruwna tudodoh yaŋgaq, "
/root/repos/dli_del/data/wav_split_gold/1149.wav	"ŋilǣda tăsiy sǣryercăwǣyq măncadăŋga,"
/root/repos/dli_del/data/wav_split_gold/375.wav	«Tiki padăr ŋămgǣr?»
/root/repos/dli_del/data/wav_split_gold/41.wav	"Siqiw yuq măt"" po ŋǣwi ŋǣbtă."
/root/repos/dli_del/data/wav_split_gold/1583.wav	 Ilyeqmya  waalq. 
/root/repos/dli_del/data/wav_split_gold/611.wav	"usuwǣy nyamda poyomdambăda maqniwq,"
/root/repos/dli_del/data/wav_split_gold/1401.wav	Irini myadh nyana anaw. 
/root/repos/dli_del/data/wav_split_gold/387.wav	nyonda nyayunda nǣbyowi.
/root/repos/dli_del/data/wav_split_gold/1046.wav	 pida ŋilănada nyenǣy ŋămcaq.
/root/repos/dli_del/data/wav_split_gold/1078.wav	"«adabh tyenyewănăkǣdmh,"
/root/repos/dli_del/data/wav_split_gold/1654.wav	 Pro alyeya i pro woronu u myenya bilo. 
/root/repos/dli_del/data/wav_split_gold/1653.wav	 Malda. 
/root/repos/dli_del/data/wav_split_gold/1659.wav	 Aa.
/root/repos/dli_del/data/wav_split_gold/71.wav	raciyasawǣyq myaknih solamih.
/root/repos/dli_del/data/wav_split_gold/1226.wav	Muŋgoh pyay ăbi muncih tăryemh incyelyewa.
/root/repos/dli_del/data/wav_split_gold/1740.wav	 Manʹ obcow maqniwq myattyuwandan ңǣbat ңobh myattyuq pinh ǣwandan ңǣbat ңobh pinh anʹq salikami yesʹmya. 
/root/repos/dli_del/data/wav_split_gold/1615.wav	Sidya abiiyud tad manǣqңadih yewǣynih syancyoko ibya ңam-yada? 
/root/repos/dli_del/data/wav_split_gold/1194.wav	«Ŋobh nyenǣcʹh myattyu». 
/root/repos/dli_del/data/wav_split_gold/225.wav	tay'
/root/repos/dli_del/data/wav_split_gold/1601.wav	 [nyeracbortʃiwo]
/root/repos/dli_del/data/wav_split_gold/376.wav	"«Ŋa,  padmi, maqniwq,"
/root/repos/dli_del/data/wav_split_gold/947.wav	"Ŋopoy mungănh mǣyda,"
/root/repos/dli_del/data/wav_split_gold/1305.wav	ti ŋămcidoh ŋarkăkoqyaq  tyenyewaŋgudaq. 
/root/repos/dli_del/data/wav_split_gold/56.wav	"tʃtob taki raciyasawǣy nyenǣcyaŋgq mancʹ ǣsyǎtiwa,"
/root/repos/dli_del/data/wav_split_gold/1156.wav	"siqiw yalyah myaknanda oni,"
/root/repos/dli_del/data/wav_split_gold/809.wav	"Sălʹnyanda myuh pǣbtănakǣda ancyerlih pǣbtănakǣdā anih,"
/root/repos/dli_del/data/wav_split_gold/1402.wav	"Irini myadh nyana anaw,"
/root/repos/dli_del/data/wav_split_gold/327.wav	"Tyuku,"
/root/repos/dli_del/data/wav_split_gold/80.wav	ti pyelyeytada ăbtada ŋănih awi.
/root/repos/dli_del/data/wav_split_gold/569.wav	nye tunh» 
/root/repos/dli_del/data/wav_split_gold/212.wav	"ŋawradna"" wyertolyotana tǣri tad""la"", "
/root/repos/dli_del/data/wav_split_gold/796.wav	pinh anda myakna so.
/root/repos/dli_del/data/wav_split_gold/1700.wav	 Putkoni niyey ibyandowh putkow? 
/root/repos/dli_del/data/wav_split_gold/31.wav	ti Muŋguyăna syan ti po mǣnakǣwaq. 
/root/repos/dli_del/data/wav_split_gold/1341.wav	"nyenyaŋgq ŋǣdakiq,"
/root/repos/dli_del/data/wav_split_gold/935.wav	"tarsih maqniwq mayanyoh,"
/root/repos/dli_del/data/wav_split_gold/1462.wav	"Ti tărcyamh anā, "
/root/repos/dli_del/data/wav_split_gold/1016.wav	ancyerrih pinaya.
/root/repos/dli_del/data/wav_split_gold/289.wav	] Tyuku tiq alʹmyerq anyana ŋa? 
/root/repos/dli_del/data/wav_split_gold/1460.wav	"tănyǎ tyaăkuy tyuku miq ŋarq noyq labăsq mǣŋǣ mǣtaq ŋamdyorŋǣ yathmǣtaq,"
/root/repos/dli_del/data/wav_split_gold/1045.wav	"Syudbyanda ŋilh yalăndoh tudo pǣrŋa,"
/root/repos/dli_del/data/wav_split_gold/232.wav	"mi arwa""ni""im', "
/root/repos/dli_del/data/wav_split_gold/442.wav	Pidăr syerl niŋaq.
/root/repos/dli_del/data/wav_split_gold/176.wav	"Yesli tyempyeraturada yaŋgoda, tikar ti mi wuni ŋa"". "
/root/repos/dli_del/data/wav_split_gold/1023.wav	pidăr widărăbqnand yoŋgămd săpăŋguw». 
/root/repos/dli_del/data/wav_split_gold/191.wav	"tikaad taryem' siwaana sabka niw' tara,"
/root/repos/dli_del/data/wav_split_gold/1301.wav	"tidǣh malăna  yaah nyayuh lǣbta tikaăna syudbyako mi ŋamdi,"
/root/repos/dli_del/data/wav_split_gold/951.wav	maănda nyād syudbyako pisʹh niwh ŋădarh. 
/root/repos/dli_del/data/wav_split_gold/1711.wav	Pida poyorcʹ aya aniq ǣwanyawa aniq. 
/root/repos/dli_del/data/wav_split_gold/1290.wav	"mǣ yaah nyah lǣbtăŋgo, "
/root/repos/dli_del/data/wav_split_gold/390.wav	"Ŋobh nye aniq,"
/root/repos/dli_del/data/wav_split_gold/373.wav	Maqniwq:
/root/repos/dli_del/data/wav_split_gold/966.wav	"«Măncyaw adami tănya anih,"
/root/repos/dli_del/data/wav_split_gold/1138.wav	"«Pirar ŋǣsa,"
/root/repos/dli_del/data/wav_split_gold/967.wav	adămi ni mancyetuh taki mi paryeŋodah yawna syudbya maqniw nyar ăbărtaaqnaq ŋǣdali».
/root/repos/dli_del/data/wav_split_gold/1071.wav	nyenǣcyah ŋămcaaw yath ŋăwăr wuniŋaq».
/root/repos/dli_del/data/wav_split_gold/1211.wav	"Ŋămgǣh piruwna ŋǣbqnanda ŋodh wǣsăkoqyaq săwuma,"
/root/repos/dli_del/data/wav_split_gold/1750.wav	 Tiiyuda nyuuda tikad mi. 
/root/repos/dli_del/data/wav_split_gold/718.wav	tăsina salăba ŋămgǣdiki yayolh tănyawăki».
/root/repos/dli_del/data/wav_split_gold/1595.wav	" Ti, syanmboy wadakoda tiki syomh mǣqmih. "
/root/repos/dli_del/data/wav_split_gold/1109.wav	Tikămda osʹ niwh yaqamh.
/root/repos/dli_del/data/wav_split_gold/77.wav	"Mănʹ sămlyaŋg timh mǣqŋaqdamcʹ, "
/root/repos/dli_del/data/wav_split_gold/1322.wav	"Ti myakanda aya anih tădawa,"
/root/repos/dli_del/data/wav_split_gold/1136.wav	syudbyako yesya salanh tyebwanda syerh yesyamh pyata tibkah tucyeyq wirkădaq.
/root/repos/dli_del/data/wav_split_gold/806.wav	Tad tănyah tiki syudbyako lăbtǣymh tad nǣwăda yaananda ŋăyebǣy ŋacyeki tikăana lyasi.  
/root/repos/dli_del/data/wav_split_gold/695.wav	"Puucya sǣwda ǣwnyah mǣyda,"
/root/repos/dli_del/data/wav_split_gold/733.wav	"siqiw abi, "
/root/repos/dli_del/data/wav_split_gold/1443.wav	"wǣnq ŋǣdakiq,"
/root/repos/dli_del/data/wav_split_gold/601.wav	maqniwq.
/root/repos/dli_del/data/wav_split_gold/1314.wav	Ti maqniwq: 
/root/repos/dli_del/data/wav_split_gold/1135.wav	"ăcyah syurămba nyambor ŋămgǣq taykuh miŋgăda ŋuwocyaiq ŋămgǣda tănya,"
/root/repos/dli_del/data/wav_split_gold/1170.wav	Myakănda ŋanih ăya.
/root/repos/dli_del/data/wav_split_gold/1695.wav	ңariq todoowq myeryeqңayoow! 
/root/repos/dli_del/data/wav_split_gold/1077.wav	andanăwa myat tyenyewawăwa».
/root/repos/dli_del/data/wav_split_gold/1629.wav	“ancyerq siqmi watorpin maqniwq.q
/root/repos/dli_del/data/wav_split_gold/1293.wav	"Ti lukq ŋamdyodāq aniq mǣ̄ nyānd sirtaq maqniwq mi mi ti orkiq totryewh tiki nyānd tǣri sirtaqmaq,"
/root/repos/dli_del/data/wav_split_gold/1537.wav	"Punaaw syaqniqrinda unananda ŋǣbqnanda ŋodh,"
/root/repos/dli_del/data/wav_split_gold/768.wav	maqniwq. 
/root/repos/dli_del/data/wav_split_gold/1709.wav	Tadaw nyaanda maqniwq tiki mi:
/root/repos/dli_del/data/wav_split_gold/474.wav	"Maqniwq mi,"
/root/repos/dli_del/data/wav_split_gold/112.wav	tʃtobi myuyda mănǣqmăncʹ. Tikanda utʃyerq (ăncyerq) ayoda?» 
/root/repos/dli_del/data/wav_split_gold/1063.wav	ŋăwǣd pǣrcyatin ilyewand yambănh?» 
/root/repos/dli_del/data/wav_split_gold/1206.wav	Pyelyeynyana maqniwq ŋopoy asăwa nyuda piya yarakoqyaq. 
/root/repos/dli_del/data/wav_split_gold/38.wav	"Tăd tikaăd tayna, tyuku taqălʹnyana măncăradmh, tă inkih nyakuna mǣwacʹ."
/root/repos/dli_del/data/wav_split_gold/1610.wav	Ңawi syaqniq ңǣbta ңodh Lǣqmoqrakor abiiyuta myath aya
/root/repos/dli_del/data/wav_split_gold/1037.wav	tǣdorcyǎtida iriqyaqămda.
/root/repos/dli_del/data/wav_split_gold/1094.wav	"almyerq ŋǣwaq, "
/root/repos/dli_del/data/wav_split_gold/919.wav	"siqiw ăbi tănyasʹ,"
/root/repos/dli_del/data/wav_split_gold/1547.wav	"Ti tikand nye abtărka ŋǣqniwq Noy mărădyaŋgănd nye,"
/root/repos/dli_del/data/wav_split_gold/1718.wav	 Tiki oqryeqǣr maqniwq taki pidaramh maniyer? 
/root/repos/dli_del/data/wav_split_gold/252.wav	"Tyedah taryemh padnawad amgǣh tyuquq nyana tyedah namdaŋgudoh, tandayah pisaŋgudq. "
/root/repos/dli_del/data/wav_split_gold/992.wav	Muŋgoq pyay ăbi ŋopoy ilwah tyaah siqiw ăbărtamh maanda nyah sakăadtǣydā mărcyanda lih nih.
/root/repos/dli_del/data/wav_split_gold/930.wav	"ŋămgǣǣrtăna,"
/root/repos/dli_del/data/wav_split_gold/1550.wav	pǣdăraana tăryemh ilyewaănda tiki ŋacyekǣcyar niqimh yadǣlq.
/root/repos/dli_del/data/wav_split_gold/802.wav	"ti munda nyudyambowa,"
/root/repos/dli_del/data/wav_split_gold/507.wav	Maqniwq tiki yawh ǣwăd ǣqmyaadani maqniwq ŋobh yadnamh syurămbădaqyamh măqnǣqdămcʹ.
/root/repos/dli_del/data/wav_split_gold/936.wav	tyuku ŋanih ăya».
/root/repos/dli_del/data/wav_split_gold/310.wav	"] Syeytʃas sprosim, ya dumayu. "
/root/repos/dli_del/data/wav_split_gold/1250.wav	tyedaărth tyebdyeir».
/root/repos/dli_del/data/wav_split_gold/880.wav	«Ta syayqnidamh».
/root/repos/dli_del/data/wav_split_gold/1479.wav	piliq widăra.
/root/repos/dli_del/data/wav_split_gold/1652.wav	 malda? 
/root/repos/dli_del/data/wav_split_gold/422.wav	"«uh yabtkoyen ŋuliq man-in, man-in:"
/root/repos/dli_del/data/wav_split_gold/1006.wav	"ŋaaq, pyadăr mǣq tur pyataq,"
/root/repos/dli_del/data/wav_split_gold/538.wav	maqniwq maqniwq ŋămyeǣyuda păradambăda nyemh odmh.
/root/repos/dli_del/data/wav_split_gold/1004.wav	"pidăr pǣdăra yah tyerăn ninawh ŋaq,"
/root/repos/dli_del/data/wav_split_gold/1070.wav	"«Nyenǣciyeq ŋămcari ninawh ŋaworq ilyewand yambanh,"
/root/repos/dli_del/data/wav_split_gold/892.wav	"Ti, Muŋgoq pyay ăbi yesya yarăkocyah myu saaltasʹ tiki păsih nyu tiki tǣ tuyesăr tyuquq nyah ŋanih loomba tolih. "
/root/repos/dli_del/data/wav_split_gold/47.wav	"Ti mălyaŋgi, tamălyaŋgǣǣd măncărawi, măncara tyedah ti ŋudini ŋǣyaq, "
/root/repos/dli_del/data/wav_split_gold/1589.wav	 Nyund nyukubc tyeda [nyeracbortʃiwo]. 
/root/repos/dli_del/data/wav_split_gold/1636.wav	[nyeracbortʃiwo]
/root/repos/dli_del/data/wav_split_gold/1155.wav	"[nyeracbortʃiwo] myakănda ăya,"
/root/repos/dli_del/data/wav_split_gold/1581.wav	 Tyukond ti malda? 
/root/repos/dli_del/data/wav_split_gold/493.wav	"Maqniwq wǣbărkar tărcya maqniwq,"
/root/repos/dli_del/data/wav_split_gold/623.wav	"maqniwq pumnanih nidawh moh,"
/root/repos/dli_del/data/wav_split_gold/512.wav	Nyani maqnisawh man-in.
/root/repos/dli_del/data/wav_split_gold/877.wav	"«Ta ānyeh,"
/root/repos/dli_del/data/wav_split_gold/740.wav	tiki nyūdya ŋămgǣh yeqǣ̌mnya ŋǣdăraŋguda?
/root/repos/dli_del/data/wav_split_gold/633.wav	ărta owǣda nyuda ŋǣqniwh».
/root/repos/dli_del/data/wav_split_gold/1562.wav	Myakandih anadih. 
/root/repos/dli_del/data/wav_split_gold/22.wav	Karaulănh pyeryeʃyol pyatiy klassănh.
/root/repos/dli_del/data/wav_split_gold/766.wav	siqmi ŋǣdăraq. 
/root/repos/dli_del/data/wav_split_gold/1052.wav	"Yaah lăŋgaăna ŋamdǣ̄ anih, "
/root/repos/dli_del/data/wav_split_gold/811.wav	Piwaawaăwada ŋoka taŋok nyenǣciyeq ada tǒurh ŋǣdaki ilyewanda yambănh măqlămbăwida. 
/root/repos/dli_del/data/wav_split_gold/471.wav	maqniwq yewăkoot yeǣraŋaah.
/root/repos/dli_del/data/wav_split_gold/783.wav	"«Ŋămgǣdăni taromna ŋǣdărawǣǣyain, "
/root/repos/dli_del/data/wav_split_gold/1128.wav	ŋulih pǣbtaqnidawh. 
/root/repos/dli_del/data/wav_split_gold/1413.wav	"myuykonda pyelyakăimh,"
/root/repos/dli_del/data/wav_split_gold/1355.wav	"ānda siid laăna,"
/root/repos/dli_del/data/wav_split_gold/411.wav	"Ti ŋǣǣ̌yuda tuh sidya ǣwuwna mǣwǣǣyudā aniq,"
/root/repos/dli_del/data/wav_split_gold/735.wav	maqniwq irinataq nisyanataq ŋǣw ŋamiq ŋanih siqiw abtēqǣ maqniwq ŋanih sǣwaqni aqmidh».
/root/repos/dli_del/data/wav_split_gold/854.wav	«Ŋămgǣ sidyambonih tyedananih?»
/root/repos/dli_del/data/wav_split_gold/912.wav	maqniwq wadyetănakin ŋulyēq».
/root/repos/dli_del/data/wav_split_gold/1315.wav	«Ŋămcaănda tyebbăqnanda maqniwq an». 
/root/repos/dli_del/data/wav_split_gold/2.wav	"Pada ni yutʃitʹq (Pida ni yusidaq), "
/root/repos/dli_del/data/wav_split_gold/401.wav	«Pǐr(pidăr) anyah pyar?»
/root/repos/dli_del/data/wav_split_gold/898.wav	«Ti ŋamgǣǣrt salăba ŋamgǣǣrt salăba yǎŋgō anih».
/root/repos/dli_del/data/wav_split_gold/1426.wav	"yesyaana taă̌rawi,"
/root/repos/dli_del/data/wav_split_gold/92.wav	"Tăkad tăd silasyatiwa"" manbtǣwiq yah obamh abrawaq,"
/root/repos/dli_del/data/wav_split_gold/187.wav	"tyeda' laana nyanani ŋǣ""ya""ŋa."
/root/repos/dli_del/data/wav_split_gold/66.wav	"Ŋobh pyaaya, tănyah tǣwinih tiki kak rac,"
/root/repos/dli_del/data/wav_split_gold/222.wav	ŋokam' wunin ŋawort' tǣri ŋob' sidya syarkam' ŋaman masʹ. 
/root/repos/dli_del/data/wav_split_gold/897.wav	«Ti mi salăba myunanda ŋǣwaki».
/root/repos/dli_del/data/wav_split_gold/433.wav	Maqniwq ti yesya arwămda tǣwqmaădănda ti madaŋguqnidaqămhniduqǔmh aniq.
/root/repos/dli_del/data/wav_split_gold/622.wav	"Siirtyar pinh niqimh cyurbǣq anih,"
/root/repos/dli_del/data/wav_split_gold/673.wav	Pyelyeyh nyana tikidoh cilpiq yalyah yambănh.
/root/repos/dli_del/data/wav_split_gold/97.wav	Tikād (tikaăd) wǣnyekud ŋǣyaq.
